instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1703,16/03/2011,1,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239,33,67,100.00
1704,16/03/2011,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,22,79,101.00
1705,16/03/2011,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,30,121,151.00
1706,16/03/2011,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,37,216,253.00
1707,16/03/2011,1,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239,26,211,237.00
1708,16/03/2011,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,18,150,168.00
1709,16/03/2011,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,10,111,121.00
1710,16/03/2011,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,3,75,78.00
1711,16/03/2011,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,11,48,59.00
1712,16/03/2011,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194,9,18,27.00
1713,17/03/2011,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,4,19,23.00
1714,17/03/2011,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,1,11,12.00
1715,17/03/2011,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,3,5,8.00
1716,17/03/2011,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,1,1,2.00
1717,17/03/2011,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194,0,3,3.00
1718,17/03/2011,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,0,13,13.00
1719,17/03/2011,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194,4,47,51.00
1720,17/03/2011,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,12,128,140.00
1721,17/03/2011,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,17,282,299.00
1722,17/03/2011,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,23,162,185.00
1723,17/03/2011,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,9,69,78.00
1724,17/03/2011,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,20,66,86.00
1725,17/03/2011,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,24,81,105.00
1726,17/03/2011,1,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896,26,85,111.00
1727,17/03/2011,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,32,87,119.00
1728,17/03/2011,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,30,95,125.00
1729,17/03/2011,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,34,108,142.00
1730,17/03/2011,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.194,48,265,313.00
1731,17/03/2011,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,50,260,310.00
1732,17/03/2011,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.194,18,189,207.00
1733,17/03/2011,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,25,112,137.00
1734,17/03/2011,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,19,119,138.00
1735,17/03/2011,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,17,70,87.00
1736,17/03/2011,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,7,43,50.00
1737,18/03/2011,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,5,24,29.00
1738,18/03/2011,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,4,12,16.00
1739,18/03/2011,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,5,9,14.00
1740,18/03/2011,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,1,4,5.00
1741,18/03/2011,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,2,8,10.00
1742,18/03/2011,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.194,1,35,36.00
1743,18/03/2011,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.194,11,112,123.00
1744,18/03/2011,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,24,256,280.00
1745,18/03/2011,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,18,192,210.00
1746,18/03/2011,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,43,74,117.00
1747,18/03/2011,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,55,104,159.00
1748,18/03/2011,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,72,123,195.00
1749,18/03/2011,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,57,118,175.00
1750,18/03/2011,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,71,103,174.00
1751,18/03/2011,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,62,111,173.00
1752,18/03/2011,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,67,137,204.00
1753,18/03/2011,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,95,237,332.00
1754,18/03/2011,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,84,247,331.00
1755,18/03/2011,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,58,132,190.00
1756,18/03/2011,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,46,103,149.00
1757,18/03/2011,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,22,91,113.00
1758,18/03/2011,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,55,63,118.00
1759,18/03/2011,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,26,60,86.00
1760,19/03/2011,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,26,50,76.00
1761,19/03/2011,1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,16,35,51.00
1762,19/03/2011,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,5,20,25.00
1763,19/03/2011,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,1,7,8.00
1764,19/03/2011,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,1,2,3.00
1765,19/03/2011,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,0,2,2.00
1766,19/03/2011,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,0,10,10.00
1767,19/03/2011,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,4,9,13.00
1768,19/03/2011,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,11,37,48.00
1769,19/03/2011,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,35,41,76.00
1770,19/03/2011,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,55,85,140.00
1771,19/03/2011,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,90,106,196.00
1772,19/03/2011,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,126,141,267.00
1773,19/03/2011,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,174,127,301.00
1774,19/03/2011,1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925,168,144,312.00
1775,19/03/2011,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,170,143,313.00
1776,19/03/2011,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,175,129,304.00
1777,19/03/2011,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,138,140,278.00
1778,19/03/2011,1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,92,125,217.00
1779,19/03/2011,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,38,116,154.00
1780,19/03/2011,1,0,3,20,0,6,0,1,0.42,0.4242,0.35,0.2239,39,69,108.00
1781,19/03/2011,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,20,73,93.00
1782,19/03/2011,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,27,45,72.00
1783,19/03/2011,1,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985,13,37,50.00
1784,20/03/2011,1,0,3,0,0,0,0,1,0.34,0.303,0.49,0.4179,7,33,40.00
1785,20/03/2011,1,0,3,1,0,0,0,1,0.32,0.2879,0.53,0.3582,2,22,24.00
1786,20/03/2011,1,0,3,2,0,0,0,1,0.3,0.2879,0.52,0.2836,6,24,30.00
1787,20/03/2011,1,0,3,3,0,0,0,1,0.28,0.2727,0.56,0.2537,1,11,12.00
1788,20/03/2011,1,0,3,4,0,0,0,1,0.26,0.2576,0.56,0.2239,2,1,3.00
1789,20/03/2011,1,0,3,5,0,0,0,1,0.26,0.2576,0.6,0.194,3,6,9.00
1790,20/03/2011,1,0,3,6,0,0,0,1,0.26,0.2576,0.6,0.2239,1,3,4.00
1791,20/03/2011,1,0,3,7,0,0,0,1,0.24,0.2273,0.6,0.2239,5,9,14.00
1792,20/03/2011,1,0,3,8,0,0,0,1,0.28,0.2727,0.56,0.1642,7,30,37.00
1793,20/03/2011,1,0,3,9,0,0,0,1,0.3,0.303,0.52,0.1343,35,43,78.00
1794,20/03/2011,1,0,3,10,0,0,0,2,0.32,0.3485,0.45,0,55,81,136.00
1795,20/03/2011,1,0,3,11,0,0,0,1,0.34,0.3485,0.39,0.1045,92,111,203.00
1796,20/03/2011,1,0,3,12,0,0,0,1,0.36,0.3636,0.4,0.1045,120,108,228.00
1797,20/03/2011,1,0,3,13,0,0,0,1,0.38,0.3939,0.34,0,88,115,203.00
1798,20/03/2011,1,0,3,14,0,0,0,1,0.4,0.4091,0.3,0,145,134,279.00
1799,20/03/2011,1,0,3,15,0,0,0,1,0.4,0.4091,0.32,0.0896,172,136,308.00
1800,20/03/2011,1,0,3,16,0,0,0,1,0.42,0.4242,0.32,0,92,132,224.00
1801,20/03/2011,1,0,3,17,0,0,0,1,0.4,0.4091,0.35,0.2836,83,143,226.00
1802,20/03/2011,1,0,3,18,0,0,0,1,0.38,0.3939,0.4,0.3582,58,98,156.00
1803,20/03/2011,1,0,3,19,0,0,0,1,0.36,0.3333,0.43,0.2836,21,58,79.00
1804,20/03/2011,1,0,3,20,0,0,0,1,0.36,0.3333,0.46,0.2836,21,46,67.00
1805,20/03/2011,1,0,3,21,0,0,0,2,0.34,0.3182,0.53,0.2836,10,39,49.00
1806,20/03/2011,1,0,3,22,0,0,0,2,0.34,0.303,0.53,0.3284,8,30,38.00
1807,20/03/2011,1,0,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,13,11,24.00
1808,21/03/2011,2,0,3,0,0,1,1,3,0.34,0.303,0.66,0.3881,2,11,13.00
1809,21/03/2011,2,0,3,1,0,1,1,2,0.34,0.303,0.71,0.3881,1,6,7.00
1810,21/03/2011,2,0,3,2,0,1,1,2,0.34,0.303,0.71,0.3284,1,5,6.00
1811,21/03/2011,2,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284,0,1,1.00
1812,21/03/2011,2,0,3,5,0,1,1,1,0.32,0.303,0.81,0.2985,1,1,2.00
1813,21/03/2011,2,0,3,6,0,1,1,3,0.32,0.303,0.76,0.2537,2,30,32.00
1814,21/03/2011,2,0,3,7,0,1,1,3,0.3,0.2727,0.87,0.4179,3,15,18.00
1815,21/03/2011,2,0,3,8,0,1,1,2,0.3,0.2727,0.87,0.4179,3,95,98.00
1816,21/03/2011,2,0,3,9,0,1,1,2,0.34,0.303,0.81,0.3284,12,115,127.00
1817,21/03/2011,2,0,3,10,0,1,1,2,0.38,0.3939,0.76,0.3881,17,45,62.00
1818,21/03/2011,2,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,32,47,79.00
1819,21/03/2011,2,0,3,12,0,1,1,2,0.44,0.4394,0.77,0.2537,25,56,81.00
1820,21/03/2011,2,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239,35,77,112.00
1821,21/03/2011,2,0,3,14,0,1,1,2,0.54,0.5152,0.64,0.2239,36,65,101.00
1822,21/03/2011,2,0,3,15,0,1,1,2,0.56,0.5303,0.6,0.2239,41,66,107.00
1823,21/03/2011,2,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836,29,112,141.00
1824,21/03/2011,2,0,3,17,0,1,1,2,0.54,0.5152,0.64,0.2537,41,231,272.00
1825,21/03/2011,2,0,3,18,0,1,1,2,0.52,0.5,0.72,0.2239,44,232,276.00
1826,21/03/2011,2,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179,22,199,221.00
1827,21/03/2011,2,0,3,20,0,1,1,1,0.56,0.5303,0.64,0.194,16,106,122.00
1828,21/03/2011,2,0,3,21,0,1,1,1,0.46,0.4545,0.94,0.194,12,79,91.00
1829,21/03/2011,2,0,3,22,0,1,1,1,0.46,0.4545,0.88,0.2239,18,60,78.00
1830,21/03/2011,2,0,3,23,0,1,1,1,0.46,0.4545,0.88,0.0896,8,22,30.00
1831,22/03/2011,2,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.194,4,7,11.00
1832,22/03/2011,2,0,3,1,0,2,1,1,0.42,0.4242,1,0.1343,6,13,19.00
1833,22/03/2011,2,0,3,2,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1.00
1834,22/03/2011,2,0,3,3,0,2,1,1,0.44,0.4394,0.82,0.2239,3,2,5.00
1835,22/03/2011,2,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,0,1,1.00
1836,22/03/2011,2,0,3,5,0,2,1,2,0.4,0.4091,0.87,0.1343,1,11,12.00
1837,22/03/2011,2,0,3,6,0,2,1,1,0.4,0.4091,0.87,0.2537,2,58,60.00
1838,22/03/2011,2,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045,4,132,136.00
1839,22/03/2011,2,0,3,8,0,2,1,2,0.4,0.4091,0.58,0.2985,24,312,336.00
1840,22/03/2011,2,0,3,9,0,2,1,2,0.4,0.4091,0.58,0.4627,19,159,178.00
1841,22/03/2011,2,0,3,10,0,2,1,2,0.44,0.4394,0.54,0.2985,29,95,124.00
1842,22/03/2011,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,22,64,86.00
1843,22/03/2011,2,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,35,86,121.00
1844,22/03/2011,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,21,85,106.00
1845,22/03/2011,2,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,30,71,101.00
1846,22/03/2011,2,0,3,15,0,2,1,1,0.5,0.4848,0.42,0.2239,55,79,134.00
1847,22/03/2011,2,0,3,16,0,2,1,1,0.5,0.4848,0.42,0.1045,40,125,165.00
1848,22/03/2011,2,0,3,17,0,2,1,1,0.5,0.4848,0.42,0.1045,42,265,307.00
1849,22/03/2011,2,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,41,271,312.00
1850,22/03/2011,2,0,3,19,0,2,1,2,0.44,0.4394,0.54,0.2537,22,142,164.00
1851,22/03/2011,2,0,3,20,0,2,1,2,0.44,0.4394,0.54,0.3582,19,116,135.00
1852,22/03/2011,2,0,3,21,0,2,1,2,0.42,0.4242,0.54,0.2836,24,63,87.00
1853,22/03/2011,2,0,3,22,0,2,1,2,0.4,0.4091,0.58,0.2537,13,57,70.00
1854,22/03/2011,2,0,3,23,0,2,1,2,0.4,0.4091,0.58,0.2537,4,28,32.00
1855,23/03/2011,2,0,3,0,0,3,1,3,0.36,0.3485,0.71,0.2239,3,8,11.00
1856,23/03/2011,2,0,3,1,0,3,1,3,0.34,0.3182,0.76,0.2239,0,7,7.00
1857,23/03/2011,2,0,3,2,0,3,1,3,0.34,0.3182,0.76,0.2239,1,1,2.00
1858,23/03/2011,2,0,3,3,0,3,1,2,0.34,0.3182,0.76,0.2537,0,3,3.00
1859,23/03/2011,2,0,3,5,0,3,1,3,0.32,0.3182,0.87,0.194,0,10,10.00
1860,23/03/2011,2,0,3,6,0,3,1,2,0.34,0.3182,0.87,0.2537,1,43,44.00
1861,23/03/2011,2,0,3,7,0,3,1,2,0.32,0.303,0.93,0.2239,7,111,118.00
1862,23/03/2011,2,0,3,8,0,3,1,2,0.32,0.3182,0.87,0.194,14,247,261.00
1863,23/03/2011,2,0,3,9,0,3,1,2,0.32,0.303,0.81,0.2537,8,174,182.00
1864,23/03/2011,2,0,3,10,0,3,1,2,0.34,0.3182,0.81,0.2836,15,60,75.00
1865,23/03/2011,2,0,3,11,0,3,1,2,0.34,0.3333,0.87,0.194,18,53,71.00
1866,23/03/2011,2,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,14,73,87.00
1867,23/03/2011,2,0,3,13,0,3,1,3,0.34,0.3333,0.87,0.1343,14,94,108.00
1868,23/03/2011,2,0,3,14,0,3,1,2,0.36,0.3636,0.87,0.1045,13,71,84.00
1869,23/03/2011,2,0,3,15,0,3,1,2,0.38,0.3939,0.82,0.2239,11,74,85.00
1870,23/03/2011,2,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,13,123,136.00
1871,23/03/2011,2,0,3,17,0,3,1,2,0.4,0.4091,0.76,0.2239,28,245,273.00
1872,23/03/2011,2,0,3,18,0,3,1,3,0.38,0.3939,0.82,0.2537,20,218,238.00
1873,23/03/2011,2,0,3,19,0,3,1,3,0.38,0.3939,0.82,0.2537,12,147,159.00
1874,23/03/2011,2,0,3,20,0,3,1,3,0.36,0.303,0.87,0.6418,3,72,75.00
1875,23/03/2011,2,0,3,21,0,3,1,3,0.32,0.2879,1,0.4179,0,22,22.00
1876,23/03/2011,2,0,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,6,38,44.00
1877,23/03/2011,2,0,3,23,0,3,1,3,0.32,0.3333,0.9,0,2,24,26.00
1878,24/03/2011,2,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,0,11,11.00
1879,24/03/2011,2,0,3,1,0,4,1,2,0.3,0.2879,1,0.2239,0,3,3.00
1880,24/03/2011,2,0,3,2,0,4,1,2,0.3,0.2879,1,0.2537,0,6,6.00
1881,24/03/2011,2,0,3,3,0,4,1,2,0.28,0.2727,1,0.194,1,0,1.00
1882,24/03/2011,2,0,3,4,0,4,1,2,0.28,0.2727,1,0.194,0,1,1.00
1883,24/03/2011,2,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,1,8,9.00
1884,24/03/2011,2,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,0,41,41.00
1885,24/03/2011,2,0,3,7,0,4,1,3,0.26,0.2576,1,0.2239,2,106,108.00
1886,24/03/2011,2,0,3,8,0,4,1,3,0.26,0.2273,1,0.2985,4,120,124.00
1887,24/03/2011,2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,3,94,97.00
1888,24/03/2011,2,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,10,55,65.00
1889,24/03/2011,2,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,10,61,71.00
1890,24/03/2011,2,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,12,82,94.00
1891,24/03/2011,2,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,11,90,101.00
1892,24/03/2011,2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,17,66,83.00
1893,24/03/2011,2,0,3,15,0,4,1,2,0.3,0.2879,0.7,0.2537,13,77,90.00
1894,24/03/2011,2,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,6,78,84.00
1895,24/03/2011,2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,12,221,233.00
1896,24/03/2011,2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197,214.00
1897,24/03/2011,2,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,16,122,138.00
1898,24/03/2011,2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,8,110,118.00
1899,24/03/2011,2,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,11,67,78.00
1900,24/03/2011,2,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59,62.00
1901,24/03/2011,2,0,3,23,0,4,1,1,0.24,0.2273,0.65,0.194,9,24,33.00
1902,25/03/2011,2,0,3,0,0,5,1,1,0.24,0.2273,0.6,0.194,1,17,18.00
1903,25/03/2011,2,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5,5.00
1904,25/03/2011,2,0,3,2,0,5,1,1,0.2,0.197,0.69,0.2239,0,5,5.00
1905,25/03/2011,2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,2,2.00
1906,25/03/2011,2,0,3,4,0,5,1,1,0.18,0.2121,0.74,0.1045,3,2,5.00
1907,25/03/2011,2,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9,9.00
1908,25/03/2011,2,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32,32.00
1909,25/03/2011,2,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100,104.00
1910,25/03/2011,2,0,3,8,0,5,1,1,0.22,0.2121,0.51,0.2836,9,228,237.00
1911,25/03/2011,2,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150,166.00
1912,25/03/2011,2,0,3,10,0,5,1,1,0.26,0.2576,0.48,0,15,53,68.00
1913,25/03/2011,2,0,3,11,0,5,1,1,0.3,0.2879,0.45,0.2836,17,58,75.00
1914,25/03/2011,2,0,3,12,0,5,1,1,0.32,0.303,0.42,0.2537,37,108,145.00
1915,25/03/2011,2,0,3,13,0,5,1,1,0.32,0.3182,0.39,0.194,34,104,138.00
1916,25/03/2011,2,0,3,14,0,5,1,1,0.36,0.3333,0.32,0.3284,30,103,133.00
1917,25/03/2011,2,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,43,79,122.00
1918,25/03/2011,2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127,150.00
1919,25/03/2011,2,0,3,17,0,5,1,2,0.32,0.2879,0.36,0.3582,23,202,225.00
1920,25/03/2011,2,0,3,18,0,5,1,1,0.3,0.2879,0.39,0.2537,8,190,198.00
1921,25/03/2011,2,0,3,19,0,5,1,2,0.3,0.2879,0.36,0.2836,9,126,135.00
1922,25/03/2011,2,0,3,20,0,5,1,2,0.3,0.303,0.39,0.1343,6,75,81.00
1923,25/03/2011,2,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75.00
1924,25/03/2011,2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,3,40,43.00
1925,25/03/2011,2,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,8,31,39.00
1926,26/03/2011,2,0,3,0,0,6,0,2,0.26,0.2424,0.38,0.2836,3,25,28.00
1927,26/03/2011,2,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24,27.00
1928,26/03/2011,2,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,4,21,25.00
1929,26/03/2011,2,0,3,3,0,6,0,1,0.2,0.197,0.47,0.194,2,7,9.00
1930,26/03/2011,2,0,3,4,0,6,0,1,0.22,0.2121,0.44,0.2239,2,4,6.00
1931,26/03/2011,2,0,3,5,0,6,0,1,0.2,0.197,0.51,0.194,0,8,8.00
1932,26/03/2011,2,0,3,6,0,6,0,1,0.18,0.1818,0.55,0.194,2,8,10.00
1933,26/03/2011,2,0,3,7,0,6,0,1,0.2,0.197,0.51,0.194,18,23,41.00
1934,26/03/2011,2,0,3,8,0,6,0,1,0.22,0.2273,0.44,0.1343,24,42,66.00
1935,26/03/2011,2,0,3,9,0,6,0,1,0.24,0.2424,0.41,0.1343,32,68,100.00
1936,26/03/2011,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125.00
1937,26/03/2011,2,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,75,93,168.00
1938,26/03/2011,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,98,129,227.00
1939,26/03/2011,2,0,3,13,0,6,0,1,0.32,0.303,0.33,0.2239,94,145,239.00
1940,26/03/2011,2,0,3,14,0,6,0,1,0.34,0.3182,0.29,0.2239,93,123,216.00
1941,26/03/2011,2,0,3,15,0,6,0,1,0.34,0.3333,0.29,0.194,110,109,219.00
1942,26/03/2011,2,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,118,130,248.00
1943,26/03/2011,2,0,3,17,0,6,0,1,0.32,0.303,0.24,0.2239,102,101,203.00
1944,26/03/2011,2,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,64,89,153.00
1945,26/03/2011,2,0,3,19,0,6,0,2,0.28,0.2727,0.45,0.2537,45,93,138.00
1946,26/03/2011,2,0,3,20,0,6,0,2,0.28,0.2727,0.45,0.2537,18,67,85.00
1947,26/03/2011,2,0,3,21,0,6,0,2,0.26,0.2576,0.44,0.194,15,36,51.00
1948,26/03/2011,2,0,3,22,0,6,0,2,0.28,0.2727,0.41,0.2239,17,46,63.00
1949,26/03/2011,2,0,3,23,0,6,0,2,0.26,0.2424,0.44,0.2836,10,31,41.00
1950,27/03/2011,2,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,5,26,31.00
1951,27/03/2011,2,0,3,1,0,0,0,2,0.24,0.2273,0.52,0.194,3,17,20.00
1952,27/03/2011,2,0,3,2,0,0,0,3,0.22,0.2273,0.55,0.194,6,15,21.00
1953,27/03/2011,2,0,3,3,0,0,0,3,0.2,0.197,0.69,0.2239,0,14,14.00
1954,27/03/2011,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5,6.00
1955,27/03/2011,2,0,3,6,0,0,0,3,0.16,0.1818,0.86,0.1343,0,2,2.00
1956,27/03/2011,2,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,0,7,7.00
1957,27/03/2011,2,0,3,8,0,0,0,1,0.2,0.197,0.69,0.2239,6,8,14.00
1958,27/03/2011,2,0,3,9,0,0,0,1,0.22,0.2273,0.55,0.1343,17,37,54.00
1959,27/03/2011,2,0,3,10,0,0,0,2,0.22,0.2121,0.55,0.2239,27,59,86.00
1960,27/03/2011,2,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,23,85,108.00
1961,27/03/2011,2,0,3,12,0,0,0,2,0.26,0.2576,0.44,0.2239,43,120,163.00
1962,27/03/2011,2,0,3,13,0,0,0,1,0.3,0.2879,0.39,0.2239,47,100,147.00
1963,27/03/2011,2,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,61,103,164.00
1964,27/03/2011,2,0,3,15,0,0,0,1,0.32,0.303,0.36,0.2836,61,111,172.00
1965,27/03/2011,2,0,3,16,0,0,0,1,0.34,0.3333,0.34,0,45,98,143.00
1966,27/03/2011,2,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,50,109,159.00
1967,27/03/2011,2,0,3,18,0,0,0,1,0.3,0.2879,0.33,0.194,32,105,137.00
1968,27/03/2011,2,0,3,19,0,0,0,1,0.3,0.2879,0.31,0.2239,23,80,103.00
1969,27/03/2011,2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,7,50,57.00
1970,27/03/2011,2,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,7,29,36.00
1971,27/03/2011,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,5,25,30.00
1972,27/03/2011,2,0,3,23,0,0,0,1,0.26,0.2576,0.44,0.194,3,16,19.00
